file,line,symbol,type,scope,mutability,synchronization,writer_evidence,reader_evidence,owner_identity,reset_teardown_disposition
ggml/src/ggml-sycl/ggml-sycl.cpp,3707,g_moe_live_discovery,ggml_sycl_moe_live_discovery,file,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L3708:static ggml_sycl::moe_discovery_registry g_moe_discovery_registry(g_moe_live_discovery); | L103480:g_moe_live_discovery.install_fresh();,model/layer semantic state (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,3756,layouts,const ggml_layout_mode [],function-local:is_expert_resident_in,immutable binding,none evident,"unscoped lexical candidate: L5897:layouts.push_back(layout); | L6071:auto layouts = ggml_sycl_moe_resolve_layouts(requested_layout, host_only); | L30452:const ggml_layout_mode layouts[] = {","unscoped lexical candidate: L3755:// Try multiple layouts — prestage may use SOA, COALESCED, XMX_TILED, or AOS | L3766:for (auto layout : layouts) { | L5894:std::vector<ggml_layout_mode> layouts;",process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,3782,fail_log,std::atomic<int>,function-local:is_expert_resident_in,mutable,intrinsic:atomic,"unscoped lexical candidate: L3783:if (fail_log.fetch_add(1, std::memory_order_relaxed) < 3) {",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,3972,logged_first,bool,function-local:ggml_sycl_graph_has_host_inputs,mutable,none evident,unscoped lexical candidate: L3981:logged_first = true; | L3994:logged_first = true;,unscoped lexical candidate: L3980:if (!logged_first) { | L3993:if (!logged_first) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,4008,cached,int,function-local:ggml_sycl_legacy_prestage_enabled,mutable,none evident,"unscoped lexical candidate: L776:cached.store(value, std::memory_order_release); | L2553:const auto cached = cache->get_placement_plan_snapshot(); | L3383:cached.store(v, std::memory_order_release);","unscoped lexical candidate: L771:static std::atomic<int> cached{ -1 }; | L772:int value = cached.load(std::memory_order_acquire); | L876:// passes skip the dequantization kernel entirely, reading cached FP16 directly.",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,4039,logged,std::atomic<int>,function-local:moe_prestage_popular_experts,mutable,intrinsic:atomic,"unscoped lexical candidate: L3420:if (!logged.insert(k).second) { | L4040:if (logged.fetch_add(1, std::memory_order_relaxed) < 1) { | L5399:should_log = logged.insert(key).second;","unscoped lexical candidate: L3416:static std::unordered_set<key_t, key_hash> logged; | L5391:static std::unordered_set<std::string> logged; | L5595:static std::atomic<int> logged{ 0 };",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,4946,pin_layouts,const ggml_layout_mode [],function-local:moe_prestage_popular_experts,immutable binding,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L4952:for (auto layout : pin_layouts) {,process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,5051,g_moe_decode_route_census,moe_decode_route_census,file,mutable,none evident,none found by unscoped lexical scan,"unscoped lexical candidate: L5105:(unsigned long long) g_moe_decode_route_census.mul_mat_id_calls.load(std::memory_order_relaxed), | L5106:(unsigned long long) g_moe_decode_route_census.ne12_eq1_calls.load(std::memory_order_relaxed), | L5107:(unsigned long long) g_moe_decode_route_census.raw_resolve_calls.load(std::memory_order_relaxed),",model/layer semantic state (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5054,enabled,const bool,function-local:moe_decode_route_census_enabled,immutable binding,none evident,unscoped lexical candidate: L207:static const bool enabled = []() { | L431:static const bool enabled = [] { | L440:static const bool enabled = [] {,"unscoped lexical candidate: L211:return enabled; | L393:static std::atomic<int> g_ggml_sycl_unified_dispatch{ -1 }; // -1 = not initialized, 0 = disabled, 1 = enabled | L435:return enabled;",process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,5078,g_mxfp4_pp_admit_probe_entries,uint64_t,file,mutable,thread-local,unscoped lexical candidate: L67420:g_mxfp4_pp_admit_probe_entries = 0;,unscoped lexical candidate: L26563:++g_mxfp4_pp_admit_probe_entries; | L67417:const uint64_t admit_probe_entries = g_mxfp4_pp_admit_probe_entries;,thread,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5079,g_mxfp4_pp_admit_resolve_fastpath,uint64_t,file,mutable,thread-local,unscoped lexical candidate: L67421:g_mxfp4_pp_admit_resolve_fastpath = 0;,unscoped lexical candidate: L6091:++g_mxfp4_pp_admit_resolve_fastpath; | L67418:const uint64_t admit_resolve_fastpath = g_mxfp4_pp_admit_resolve_fastpath;,thread,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5081,g_mxfp4_pp_admit_resolve_fallback,uint64_t,file,mutable,thread-local,unscoped lexical candidate: L67422:g_mxfp4_pp_admit_resolve_fallback = 0;,unscoped lexical candidate: L6104:++g_mxfp4_pp_admit_resolve_fallback; | L67419:const uint64_t admit_resolve_fallback = g_mxfp4_pp_admit_resolve_fallback;,thread,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5375,enabled,std::atomic<int>,function-local:ggml_sycl_log_moe_layout_route,mutable,intrinsic:atomic,unscoped lexical candidate: L207:static const bool enabled = []() { | L431:static const bool enabled = [] { | L440:static const bool enabled = [] {,"unscoped lexical candidate: L211:return enabled; | L393:static std::atomic<int> g_ggml_sycl_unified_dispatch{ -1 }; // -1 = not initialized, 0 = disabled, 1 = enabled | L435:return enabled;",process or function lifetime (review required),"lifecycle not inferred; unscoped lexical reset candidate: L6847:enabled.store(false, std::memory_order_release);"
ggml/src/ggml-sycl/ggml-sycl.cpp,5390,log_mutex,std::mutex,function-local:ggml_sycl_log_moe_layout_route,mutable,intrinsic:lock primitive,none found by unscoped lexical scan,unscoped lexical candidate: L5398:std::lock_guard<std::mutex> lock(log_mutex); | L26315:static std::mutex log_mutex; | L26320:std::lock_guard<std::mutex> lock(log_mutex);,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5391,logged,std::unordered_set<std::string>,function-local:ggml_sycl_log_moe_layout_route,mutable,none evident,"unscoped lexical candidate: L3420:if (!logged.insert(k).second) { | L4040:if (logged.fetch_add(1, std::memory_order_relaxed) < 1) { | L5399:should_log = logged.insert(key).second;","unscoped lexical candidate: L3416:static std::unordered_set<key_t, key_hash> logged; | L4039:static std::atomic<int> logged{ 0 }; | L5595:static std::atomic<int> logged{ 0 };",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5424,cached,std::atomic<int>,function-local:ggml_sycl_moe_route_log_enabled,mutable,intrinsic:atomic,"unscoped lexical candidate: L776:cached.store(value, std::memory_order_release); | L2553:const auto cached = cache->get_placement_plan_snapshot(); | L3383:cached.store(v, std::memory_order_release);","unscoped lexical candidate: L771:static std::atomic<int> cached{ -1 }; | L772:int value = cached.load(std::memory_order_acquire); | L876:// passes skip the dequantization kernel entirely, reading cached FP16 directly.",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5437,logged_ensure,std::atomic<int>,function-local:ggml_sycl_ensure_moe_secondary_queues_for_plan,mutable,intrinsic:atomic,"unscoped lexical candidate: L5438:const int n = logged_ensure.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5454,warn_count,std::atomic<int>,function-local:ggml_sycl_ensure_moe_secondary_queues_for_plan,mutable,intrinsic:atomic,"unscoped lexical candidate: L5455:const int n = warn_count.fetch_add(1, std::memory_order_relaxed); | L5504:const int n = warn_count.fetch_add(1, std::memory_order_relaxed); | L45989:static int warn_count = 0;",unscoped lexical candidate: L5503:static std::atomic<int> warn_count{ 0 };,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5475,init_mutex,std::mutex,function-local:ggml_sycl_ensure_moe_secondary_queues_for_plan,mutable,intrinsic:lock primitive,none found by unscoped lexical scan,unscoped lexical candidate: L5476:std::lock_guard<std::mutex> lock(init_mutex); | L36405:static std::mutex init_mutex; | L36406:std::lock_guard<std::mutex> lock(init_mutex);,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5497,logged_ready,bool,function-local:ggml_sycl_ensure_moe_secondary_queues_for_plan,mutable,none evident,unscoped lexical candidate: L5500:logged_ready = true;,unscoped lexical candidate: L5498:if (!logged_ready) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5503,warn_count,std::atomic<int>,function-local:ggml_sycl_ensure_moe_secondary_queues_for_plan,mutable,intrinsic:atomic,"unscoped lexical candidate: L5455:const int n = warn_count.fetch_add(1, std::memory_order_relaxed); | L5504:const int n = warn_count.fetch_add(1, std::memory_order_relaxed); | L45989:static int warn_count = 0;",unscoped lexical candidate: L5454:static std::atomic<int> warn_count{ 0 };,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5595,logged,std::atomic<int>,function-local:<lambda>,mutable,intrinsic:atomic,"unscoped lexical candidate: L3420:if (!logged.insert(k).second) { | L4040:if (logged.fetch_add(1, std::memory_order_relaxed) < 1) { | L5399:should_log = logged.insert(key).second;","unscoped lexical candidate: L3416:static std::unordered_set<key_t, key_hash> logged; | L4039:static std::atomic<int> logged{ 0 }; | L5391:static std::unordered_set<std::string> logged;",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5762,logged_stage_fail,std::atomic<int>,function-local:<lambda>,mutable,intrinsic:atomic,"unscoped lexical candidate: L5763:const int n = logged_stage_fail.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5800,logged_release_before_stage,std::atomic<int>,function-local:ggml_sycl_materialize_planned_expert_layout,mutable,intrinsic:atomic,"unscoped lexical candidate: L5801:const int n = logged_release_before_stage.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,5874,logged_ok,std::atomic<int>,function-local:ggml_sycl_materialize_planned_expert_layout,mutable,intrinsic:atomic,"unscoped lexical candidate: L5875:const int n = logged_ok.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,6073,logged_aos_request,std::atomic<int>,function-local:ggml_sycl_resolve_moe_expert_route,mutable,intrinsic:atomic,"unscoped lexical candidate: L6074:const int n = logged_aos_request.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,6149,logged_canonical,std::atomic<int>,function-local:ggml_sycl_resolve_moe_expert_route,mutable,intrinsic:atomic,"unscoped lexical candidate: L6150:const int n = logged_canonical.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,6168,logged_resolve,std::atomic<int>,function-local:ggml_sycl_resolve_moe_expert_route,mutable,intrinsic:atomic,"unscoped lexical candidate: L6169:const int n = logged_resolve.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,6193,logged_host_register,std::atomic<int>,function-local:ggml_sycl_resolve_moe_expert_route,mutable,intrinsic:atomic,"unscoped lexical candidate: L6194:const int n = logged_host_register.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,6211,logged,std::atomic<int>,function-local:ggml_sycl_resolve_moe_expert_route,mutable,intrinsic:atomic,"unscoped lexical candidate: L3420:if (!logged.insert(k).second) { | L4040:if (logged.fetch_add(1, std::memory_order_relaxed) < 1) { | L5399:should_log = logged.insert(key).second;","unscoped lexical candidate: L3416:static std::unordered_set<key_t, key_hash> logged; | L4039:static std::atomic<int> logged{ 0 }; | L5391:static std::unordered_set<std::string> logged;",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,6255,logged,std::atomic<int>,function-local:ggml_sycl_resolve_moe_expert_route,mutable,intrinsic:atomic,"unscoped lexical candidate: L3420:if (!logged.insert(k).second) { | L4040:if (logged.fetch_add(1, std::memory_order_relaxed) < 1) { | L5399:should_log = logged.insert(key).second;","unscoped lexical candidate: L3416:static std::unordered_set<key_t, key_hash> logged; | L4039:static std::atomic<int> logged{ 0 }; | L5391:static std::unordered_set<std::string> logged;",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,6452,logged_legacy_aos,std::atomic<int>,function-local:ggml_sycl_resolve_expert_ptr,mutable,intrinsic:atomic,"unscoped lexical candidate: L6453:const int n = logged_legacy_aos.fetch_add(1, std::memory_order_relaxed);",none found by unscoped lexical scan,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,6739,cached,int,function-local:kv_rebalance_enabled,mutable,none evident,"unscoped lexical candidate: L776:cached.store(value, std::memory_order_release); | L2553:const auto cached = cache->get_placement_plan_snapshot(); | L3383:cached.store(v, std::memory_order_release);","unscoped lexical candidate: L771:static std::atomic<int> cached{ -1 }; | L772:int value = cached.load(std::memory_order_acquire); | L876:// passes skip the dequantization kernel entirely, reading cached FP16 directly.",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,7066,g_adaptive_prestage,adaptive_prestage_state,file,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L7734:g_adaptive_prestage.init(); | L69429:g_adaptive_prestage.tick(); | L72210:g_adaptive_prestage.tick();,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,7127,mutex,auto *,function-local:<function>,mutable,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L39:#include <mutex> | L751:static std::mutex g_sycl_graph_compute_mutex; | L767:static std::mutex g_sycl_load_summary_mutex;,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,7132,buffers,auto *,function-local:<function>,mutable,none evident,"unscoped lexical candidate: L7144:auto & buffers = managed_host_pinned_buffers(); | L7145:buffers.erase(std::remove(buffers.begin(), buffers.end(), this), buffers.end()); | L42579:size_t buffers = 2;","unscoped lexical candidate: L1996:// Two scratch buffers alternate: while GEMM runs on buffer A, dequant for the | L3481:// Readers copy the triple out from under the lock. The host buffers it points | L3582:// than copied out of it, because the map's pointers address the host buffers",process or function lifetime (review required),"lifecycle not inferred; unscoped lexical reset candidate: L7145:buffers.erase(std::remove(buffers.begin(), buffers.end(), this), buffers.end()); | L24156:// inside ~llama_model: pimpl.reset() frees the buffers first, taking the"
ggml/src/ggml-sycl/ggml-sycl.cpp,7273,g_secondary_staging_buffer,float *[GGML_SYCL_MAX_DEVICES],file,mutable,none evident,unscoped lexical candidate: L8653:g_secondary_staging_buffer[gpu_d] = g_secondary_staging_alloc[gpu_d].as<float>(); | L8666:g_secondary_staging_buffer[gpu_d] = nullptr; | L79700:g_secondary_staging_buffer[d] = nullptr;,unscoped lexical candidate: L8657:if (g_secondary_staging_buffer[gpu_d]) { | L8670:if (g_secondary_staging_buffer[gpu_d]) {,device/process slot,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,7274,g_secondary_staging_size,size_t [GGML_SYCL_MAX_DEVICES],file,mutable,none evident,unscoped lexical candidate: L8654:g_secondary_staging_size[gpu_d] = staging_floats; | L8667:g_secondary_staging_size[gpu_d] = 0; | L79701:g_secondary_staging_size[d] = 0;,none found by unscoped lexical scan,device/process slot,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,7275,g_secondary_staging_max_N,size_t [GGML_SYCL_MAX_DEVICES],file,mutable,none evident,unscoped lexical candidate: L8655:g_secondary_staging_max_N[gpu_d] = static_cast<size_t>(max_N); | L79702:g_secondary_staging_max_N[d] = 0;,none found by unscoped lexical scan,device/process slot,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,7276,g_secondary_staging_alloc,managed_host_pinned_buffer [GGML_SYCL_MAX_DEVICES],file,mutable,none evident,unscoped lexical candidate: L79699:g_secondary_staging_alloc[d].reset();,unscoped lexical candidate: L8650:if (g_secondary_staging_alloc[gpu_d].ensure( | L8653:g_secondary_staging_buffer[gpu_d] = g_secondary_staging_alloc[gpu_d].as<float>();,tensor/allocation identity or registry,lifecycle not inferred; unscoped lexical reset candidate: L79699:g_secondary_staging_alloc[d].reset();
ggml/src/ggml-sycl/ggml-sycl.cpp,7631,s_host_extras,std::vector<std::unique_ptr<ggml_tensor_extra_gpu>>,function-local:moe_hybrid_init_once,mutable,none evident,unscoped lexical candidate: L7638:s_host_extras.push_back(std::move(new_extra));,none found by unscoped lexical scan,tensor/allocation identity or registry,lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,7632,s_host_extras_mutex,std::mutex,function-local:moe_hybrid_init_once,mutable,intrinsic:lock primitive,none found by unscoped lexical scan,unscoped lexical candidate: L7637:std::lock_guard<std::mutex> lock(s_host_extras_mutex);,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,8778,k_reorder_guard_bytes,constexpr size_t,file,immutable binding,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L29063:reorder_guard = k_reorder_guard_bytes; | L29232:size_t reorder_guard = ggml_sycl_reorder_guard_enabled() ? k_reorder_guard_bytes : 0; | L33355:reorder_guard = k_reorder_guard_bytes;,process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,8779,k_reorder_guard_pattern,constexpr uint8_t,file,immutable binding,none evident,none found by unscoped lexical scan,unscoped lexical candidate: L9015:if (guard[i] != k_reorder_guard_pattern) { | L9034:if (raw[i] != k_reorder_guard_pattern) { | L9042:if (suffix[i] != k_reorder_guard_pattern) {,process or function lifetime (review required),not applicable: immutable binding
ggml/src/ggml-sycl/ggml-sycl.cpp,8786,g_sycl_canonical_checksum_mutex,std::mutex,file,mutable,intrinsic:lock primitive,none found by unscoped lexical scan,unscoped lexical candidate: L8821:std::lock_guard<std::mutex> lock(g_sycl_canonical_checksum_mutex); | L8871:std::lock_guard<std::mutex> lock(g_sycl_canonical_checksum_mutex); | L8883:std::lock_guard<std::mutex> lock(g_sycl_canonical_checksum_mutex);,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,8794,g_sycl_canonical_checksums,"std::unordered_map<std::string, ggml_sycl_canonical_checksum_info>",file,mutable,none evident,"unscoped lexical candidate: L8822:g_sycl_canonical_checksums.clear(); | L8872:g_sycl_canonical_checksums[key] = ggml_sycl_canonical_checksum_info{ bytes, checksum }; | L11698:it = ggml_sycl_owner_name_key_matches(it->first, owner) ? g_sycl_canonical_checksums.erase(it) :",unscoped lexical candidate: L8884:auto it = g_sycl_canonical_checksums.find(key); | L8885:if (it == g_sycl_canonical_checksums.end()) { | L11697:for (auto it = g_sycl_canonical_checksums.begin(); it != g_sycl_canonical_checksums.end();) {,process or function lifetime (review required),"lifecycle not inferred; unscoped lexical reset candidate: L8822:g_sycl_canonical_checksums.clear(); | L11698:it = ggml_sycl_owner_name_key_matches(it->first, owner) ? g_sycl_canonical_checksums.erase(it) :"
ggml/src/ggml-sycl/ggml-sycl.cpp,8838,enabled,int,function-local:ggml_sycl_maybe_capture_canonical_checksum,mutable,none evident,unscoped lexical candidate: L207:static const bool enabled = []() { | L431:static const bool enabled = [] { | L440:static const bool enabled = [] {,"unscoped lexical candidate: L211:return enabled; | L393:static std::atomic<int> g_ggml_sycl_unified_dispatch{ -1 }; // -1 = not initialized, 0 = disabled, 1 = enabled | L435:return enabled;",process or function lifetime (review required),"lifecycle not inferred; unscoped lexical reset candidate: L6847:enabled.store(false, std::memory_order_release);"
ggml/src/ggml-sycl/ggml-sycl.cpp,8839,filter,std::string,function-local:ggml_sycl_maybe_capture_canonical_checksum,mutable,none evident,"unscoped lexical candidate: L8845:filter = env; | L47713:static const char * filter = std::getenv(""GGML_SYCL_NODE_CHECKSUM_DETAIL"");","unscoped lexical candidate: L8857:if (filter[0] != '\0' && std::strstr(tensor->name, filter.c_str()) == nullptr) { | L26784:// by the PP role-filter ggml_sycl_moe_prompt_xmx_tiled_supported() above. | L47714:return (filter && filter[0] != '\0') ? filter : nullptr;",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,8840,bytes_limit,size_t,function-local:ggml_sycl_maybe_capture_canonical_checksum,mutable,none evident,unscoped lexical candidate: L8850:bytes_limit = static_cast<size_t>(v);,"unscoped lexical candidate: L8868:const size_t bytes = std::min(bytes_limit, size);",process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,8950,enabled,int,function-local:ggml_sycl_unified_soa_enabled,mutable,none evident,unscoped lexical candidate: L207:static const bool enabled = []() { | L431:static const bool enabled = [] { | L440:static const bool enabled = [] {,"unscoped lexical candidate: L211:return enabled; | L393:static std::atomic<int> g_ggml_sycl_unified_dispatch{ -1 }; // -1 = not initialized, 0 = disabled, 1 = enabled | L435:return enabled;",process or function lifetime (review required),"lifecycle not inferred; unscoped lexical reset candidate: L6847:enabled.store(false, std::memory_order_release);"
ggml/src/ggml-sycl/ggml-sycl.cpp,8963,enabled,int,function-local:ggml_sycl_persistent_tg_soa_enabled,mutable,none evident,unscoped lexical candidate: L207:static const bool enabled = []() { | L431:static const bool enabled = [] { | L440:static const bool enabled = [] {,"unscoped lexical candidate: L211:return enabled; | L393:static std::atomic<int> g_ggml_sycl_unified_dispatch{ -1 }; // -1 = not initialized, 0 = disabled, 1 = enabled | L435:return enabled;",process or function lifetime (review required),"lifecycle not inferred; unscoped lexical reset candidate: L6847:enabled.store(false, std::memory_order_release);"
ggml/src/ggml-sycl/ggml-sycl.cpp,8997,enabled,int,function-local:ggml_sycl_debug_set_tensor_i32_enabled,mutable,none evident,unscoped lexical candidate: L207:static const bool enabled = []() { | L431:static const bool enabled = [] { | L440:static const bool enabled = [] {,"unscoped lexical candidate: L211:return enabled; | L393:static std::atomic<int> g_ggml_sycl_unified_dispatch{ -1 }; // -1 = not initialized, 0 = disabled, 1 = enabled | L435:return enabled;",process or function lifetime (review required),"lifecycle not inferred; unscoped lexical reset candidate: L6847:enabled.store(false, std::memory_order_release);"
ggml/src/ggml-sycl/ggml-sycl.cpp,9065,g_test_layout_override_active,std::atomic<int>,namespace:ggml_sycl,mutable,intrinsic:atomic,"unscoped lexical candidate: L9141:g_test_layout_override_active.store(1, std::memory_order_release); | L9145:g_test_layout_override_active.store(0, std::memory_order_release);",unscoped lexical candidate: L9149:if (g_test_layout_override_active.load(std::memory_order_acquire) == 0) {,process or function lifetime (review required),"lifecycle not inferred; unscoped lexical reset candidate: L9145:g_test_layout_override_active.store(0, std::memory_order_release);"
ggml/src/ggml-sycl/ggml-sycl.cpp,9066,g_test_layout_override_value,std::atomic<int>,namespace:ggml_sycl,mutable,intrinsic:atomic,"unscoped lexical candidate: L9140:g_test_layout_override_value.store(static_cast<int>(layout), std::memory_order_release);",unscoped lexical candidate: L9153:*out = static_cast<ggml_layout_mode>(g_test_layout_override_value.load(std::memory_order_acquire));,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,9067,g_test_orchestrator_calls,std::atomic<int>,namespace:ggml_sycl,mutable,intrinsic:atomic,"unscoped lexical candidate: L9133:g_test_orchestrator_calls.fetch_add(1, std::memory_order_relaxed); | L9252:g_test_orchestrator_calls.store(0, std::memory_order_relaxed);",unscoped lexical candidate: L9257:return g_test_orchestrator_calls.load(std::memory_order_relaxed);,process or function lifetime (review required),"lifecycle not inferred; unscoped lexical reset candidate: L9252:g_test_orchestrator_calls.store(0, std::memory_order_relaxed);"
ggml/src/ggml-sycl/ggml-sycl.cpp,9068,g_test_orchestrator_tracking,std::atomic<int>,namespace:ggml_sycl,mutable,intrinsic:atomic,"unscoped lexical candidate: L9253:g_test_orchestrator_tracking.store(1, std::memory_order_relaxed);",unscoped lexical candidate: L9132:if (g_test_orchestrator_tracking.load(std::memory_order_relaxed) != 0) {,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,9069,g_test_sycl_info_override_active,std::atomic<int>,namespace:ggml_sycl,mutable,intrinsic:atomic,"unscoped lexical candidate: L9217:g_test_sycl_info_override_active.store(1, std::memory_order_release); | L9221:g_test_sycl_info_override_active.store(0, std::memory_order_release);",unscoped lexical candidate: L9232:return g_test_sycl_info_override_active.load(std::memory_order_acquire) != 0; | L9236:if (g_test_sycl_info_override_active.load(std::memory_order_acquire) == 0) {,process or function lifetime (review required),"lifecycle not inferred; unscoped lexical reset candidate: L9221:g_test_sycl_info_override_active.store(0, std::memory_order_release);"
ggml/src/ggml-sycl/ggml-sycl.cpp,9070,g_test_sycl_info_override_mutex,std::mutex,namespace:ggml_sycl,mutable,intrinsic:lock primitive,none found by unscoped lexical scan,unscoped lexical candidate: L9213:std::lock_guard<std::mutex> lock(g_test_sycl_info_override_mutex);,process or function lifetime (review required),lifecycle not inferred; no binding-resolved reset analysis
ggml/src/ggml-sycl/ggml-sycl.cpp,9071,g_test_sycl_info_override,ggml_sycl_device_info,namespace:ggml_sycl,mutable,none evident,unscoped lexical candidate: L9214:g_test_sycl_info_override = info;,unscoped lexical candidate: L9239:return &g_test_sycl_info_override;,device/process slot,lifecycle not inferred; no binding-resolved reset analysis
